postal_code,post_office,upazila,district,division
5240,Chrirbandar,Chrirbandar,Dinajpur,Rangpur
5241,Ranirbandar,Chrirbandar,Dinajpur,Rangpur
5201,Dinajpur Rajbari,Dinajpur Sadar,Dinajpur,Rangpur
5200,Dinajpur Sadar,Dinajpur Sadar,Dinajpur,Rangpur
5230,Khansama,Khansama,Dinajpur,Rangpur
5231,Pakarhat,Khansama,Dinajpur,Rangpur
5226,Maharajganj,Maharajganj,Dinajpur,Rangpur
5281,Daudpur,Nababganj,Dinajpur,Rangpur
5282,Gopalpur,Nababganj,Dinajpur,Rangpur
5280,Nababganj,Nababganj,Dinajpur,Rangpur
5291,Ghoraghat,Osmanpur,Dinajpur,Rangpur
5290,Osmanpur,Osmanpur,Dinajpur,Rangpur
5250,Parbatipur,Parbatipur,Dinajpur,Rangpur
5260,Phulbari,Phulbari,Dinajpur,Rangpur
5216,Setabganj,Setabganj,Dinajpur,Rangpur
5750,Bonarpara,Bonarpara,Gaibandha,Rangpur
5751,saghata,Bonarpara,Gaibandha,Rangpur
5700,Gaibandha Sadar,Gaibandha Sadar,Gaibandha,Rangpur
5740,Gobindhaganj,Gobindaganj,Gaibandha,Rangpur
5741,Mahimaganj,Gobindaganj,Gaibandha,Rangpur
5730,Palashbari,Palashbari,Gaibandha,Rangpur
5761,Bharatkhali,Phulchhari,Gaibandha,Rangpur
5760,Phulchhari,Phulchhari,Gaibandha,Rangpur
5711,Naldanga,Saadullapur,Gaibandha,Rangpur
5710,Saadullapur,Saadullapur,Gaibandha,Rangpur
5721,Bamandanga,Sundarganj,Gaibandha,Rangpur
5720,Sundarganj,Sundarganj,Gaibandha,Rangpur
5670,Bhurungamari,Bhurungamari,Kurigram,Rangpur
5630,Chilmari,Chilmari,Kurigram,Rangpur
5631,Jorgachh,Chilmari,Kurigram,Rangpur
5600,Kurigram Sadar,Kurigram Sadar,Kurigram,Rangpur
5601,Pandul,Kurigram Sadar,Kurigram,Rangpur
5680,Phulbari,Kurigram Sadar,Kurigram,Rangpur
5660,Nageshwar,Nageshwar,Kurigram,Rangpur
5611,Nazimkhan,Rajarhat,Kurigram,Rangpur
5610,Rajarhat,Rajarhat,Kurigram,Rangpur
5650,Rajibpur,Rajibpur,Kurigram,Rangpur
5640,Roumari,Roumari,Kurigram,Rangpur
5621,Bazarhat,Ulipur,Kurigram,Rangpur
5620,Ulipur,Ulipur,Kurigram,Rangpur
5510,Aditmari,Aditmari,Lalmonirhat,Rangpur
5530,Hatibandha,Hatibandha,Lalmonirhat,Rangpur
5502,Kulaghat SO,Lalmonirhat Sadar,Lalmonirhat,Rangpur
5500,Lalmonirhat Sadar,Lalmonirhat Sadar,Lalmonirhat,Rangpur
5501,Moghalhat,Lalmonirhat Sadar,Lalmonirhat,Rangpur
5541,Baura,Patgram,Lalmonirhat,Rangpur
5542,Burimari,Patgram,Lalmonirhat,Rangpur
5540,Patgram,Patgram,Lalmonirhat,Rangpur
5520,Tushbhandar,Tushbhandar,Lalmonirhat,Rangpur
5350,Dimla,Dimla,Nilphamari,Rangpur
5351,Ghaga Kharibari,Dimla,Nilphamari,Rangpur
5341,Chilahati,Domar,Nilphamari,Rangpur
5340,Domar,Domar,Nilphamari,Rangpur
5330,Jaldhaka,Jaldhaka,Nilphamari,Rangpur
5320,Kishoriganj,Kishoriganj,Nilphamari,Rangpur
5300,Nilphamari Sadar,Nilphamari Sadar,Nilphamari,Rangpur
5301,Nilphamari Sugar Mil,Nilphamari Sadar,Nilphamari,Rangpur
5310,Syedpur,Syedpur,Nilphamari,Rangpur
5311,Syedpur Upashahar,Syedpur,Nilphamari,Rangpur
5010,Boda,Boda,Panchagarh,Rangpur
5040,Chotto Dab,Chotto Dab,Panchagarh,Rangpur
5041,Mirjapur,Chotto Dab,Panchagarh,Rangpur
5020,Dabiganj,Dabiganj,Panchagarh,Rangpur
5000,Panchagar Sadar,Panchagra Sadar,Panchagarh,Rangpur
5030,Tetulia,Tetulia,Panchagarh,Rangpur
5430,Badarganj,Badarganj,Rangpur,Rangpur
5431,Shyampur,Badarganj,Rangpur,Rangpur
5410,Gangachara,Gangachara,Rangpur,Rangpur
5441,Haragachh,Kaunia,Rangpur,Rangpur
5440,Kaunia,Kaunia,Rangpur,Rangpur
5460,Mithapukur,Mithapukur,Rangpur,Rangpur
5450,Pirgachha,Pirgachha,Rangpur,Rangpur
5402,Alamnagar,Rangpur Sadar,Rangpur,Rangpur
5403,Mahiganj,Rangpur Sadar,Rangpur,Rangpur
5404,Rangpur Cadet Colleg,Rangpur Sadar,Rangpur,Rangpur
5405,Rangpur Carmiecal Col,Rangpur Sadar,Rangpur,Rangpur
5400,Rangpur Sadar,Rangpur Sadar,Rangpur,Rangpur
5401,Rangpur Upa-Shahar,Rangpur Sadar,Rangpur,Rangpur
5420,Taraganj,Taraganj,Rangpur,Rangpur
5140,Baliadangi,Baliadangi,Thakurgaon,Rangpur
5141,Lahiri,Baliadangi,Thakurgaon,Rangpur
5130,Jibanpur,Jibanpur,Thakurgaon,Rangpur
5110,Pirganj,Pirganj,Thakurgaon,Rangpur
5470,Pirganj,Pirganj,Thakurgaon,Rangpur
5121,Nekmarad,Rani Sankail,Thakurgaon,Rangpur
5120,Rani Sankail,Rani Sankail,Thakurgaon,Rangpur
5103,Ruhia,Thakurgaon Sadar,Thakurgaon,Rangpur
5102,Shibganj,Thakurgaon Sadar,Thakurgaon,Rangpur
5101,Thakurgaon Road,Thakurgaon Sadar,Thakurgaon,Rangpur
5100,Thakurgaon Sadar,Thakurgaon Sadar,Thakurgaon,Rangpur
2030,Dewangonj,Dewangonj,Jamalpur,Mymensingh
2031,Dewangonj S. Mills,Dewangonj,Jamalpur,Mymensingh
2021,Durmoot,Islampur,Jamalpur,Mymensingh
2022,Gilabari,Islampur,Jamalpur,Mymensingh
2020,Islampur,Islampur,Jamalpur,Mymensingh
2000,Jamalpur,Jamalpur,Jamalpur,Mymensingh
2001,Nandina,Jamalpur,Jamalpur,Mymensingh
2002,Narundi,Jamalpur,Jamalpur,Mymensingh
2011,Jamalpur,Malandah,Jamalpur,Mymensingh
2013,Mahmoodpur,Malandah,Jamalpur,Mymensingh
2012,Malancha,Malandah,Jamalpur,Mymensingh
2010,Malandah,Malandah,Jamalpur,Mymensingh
2041,Balijhuri,Mathargonj,Jamalpur,Mymensingh
2040,Mathargonj,Mathargonj,Jamalpur,Mymensingh
2052,Bausee,Shorishabari,Jamalpur,Mymensingh
2051,Gunerbari,Shorishabari,Jamalpur,Mymensingh
2053,Jagannath Ghat,Shorishabari,Jamalpur,Mymensingh
2055,Jamuna Sar Karkhana,Shorishabari,Jamalpur,Mymensingh
2054,Pingna,Shorishabari,Jamalpur,Mymensingh
2050,Shorishabari,Shorishabari,Jamalpur,Mymensingh
2240,Bhaluka,Bhaluka,Mymensingh,Mymensingh
2216,Fulbaria,Fulbaria,Mymensingh,Mymensingh
2234,Duttarbazar,Gaforgaon,Mymensingh,Mymensingh
2230,Gaforgaon,Gaforgaon,Mymensingh,Mymensingh
2233,Kandipara,Gaforgaon,Mymensingh,Mymensingh
2231,Shibganj,Gaforgaon,Mymensingh,Mymensingh
2232,Usti,Gaforgaon,Mymensingh,Mymensingh
2270,Gouripur,Gouripur,Mymensingh,Mymensingh
2271,Ramgopalpur,Gouripur,Mymensingh,Mymensingh
2261,Dhara,Haluaghat,Mymensingh,Mymensingh
2260,Haluaghat,Haluaghat,Mymensingh,Mymensingh
2262,Munshirhat,Haluaghat,Mymensingh,Mymensingh
2282,Atharabari,Isshwargonj,Mymensingh,Mymensingh
2280,Isshwargonj,Isshwargonj,Mymensingh,Mymensingh
2281,Sohagi,Isshwargonj,Mymensingh,Mymensingh
2210,Muktagachha,Muktagachha,Mymensingh,Mymensingh
2202,Agriculture Universi,Mymensingh Sadar,Mymensingh,Mymensingh
2204,Biddyaganj,Mymensingh Sadar,Mymensingh,Mymensingh
2201,Kawatkhali,Mymensingh Sadar,Mymensingh,Mymensingh
2200,Mymensingh Sadar,Mymensingh Sadar,Mymensingh,Mymensingh
2205,Pearpur,Mymensingh Sadar,Mymensingh,Mymensingh
2203,Shombhuganj,Mymensingh Sadar,Mymensingh,Mymensingh
2291,Gangail,Nandail,Mymensingh,Mymensingh
2290,Nandail,Nandail,Mymensingh,Mymensingh
2251,Beltia,Phulpur,Mymensingh,Mymensingh
2250,Phulpur,Phulpur,Mymensingh,Mymensingh
2252,Tarakanda,Phulpur,Mymensingh,Mymensingh
2221,Ahmadbad,Trishal,Mymensingh,Mymensingh
2223,Dhala,Trishal,Mymensingh,Mymensingh
2222,Ram Amritaganj,Trishal,Mymensingh,Mymensingh
2220,Trishal,Trishal,Mymensingh,Mymensingh
2420,Susnng Durgapur,Susung Durgapur,Netrokona,Mymensingh
2470,Atpara,Atpara,Netrokona,Mymensingh
2440,Barhatta,Barhatta,Netrokona,Mymensingh
2450,Dharampasha,Dharmapasha,Netrokona,Mymensingh
2416,Dhobaura,Dhobaura,Netrokona,Mymensingh
2417,Sakoai,Dhobaura,Netrokona,Mymensingh
2430,Kalmakanda,Kalmakanda,Netrokona,Mymensingh
2480,Kendua,Kendua,Netrokona,Mymensingh
2460,Khaliajhri,Khaliajuri,Netrokona,Mymensingh
2462,Shaldigha,Khaliajuri,Netrokona,Mymensingh
2490,Madan,Madan,Netrokona,Mymensingh
2456,Moddoynagar,Moddhynagar,Netrokona,Mymensingh
2446,Mohanganj,Mohanganj,Netrokona,Mymensingh
2401,Baikherhati,Netrakona Sadar,Netrokona,Mymensingh
2400,Netrakona Sadar,Netrakona Sadar,Netrokona,Mymensingh
2412,Jaria Jhanjhail,Purbadhola,Netrokona,Mymensingh
2410,Purbadhola,Purbadhola,Netrokona,Mymensingh
2411,Shamgonj,Purbadhola,Netrokona,Mymensingh
2140,Bakshigonj,Bakshigonj,Sherpur,Mymensingh
2120,Jhinaigati,Jhinaigati,Sherpur,Mymensingh
2151,Gonopaddi,Nakla,Sherpur,Mymensingh
2150,Nakla,Nakla,Sherpur,Mymensingh
2111,Hatibandha,Nalitabari,Sherpur,Mymensingh
2110,Nalitabari,Nalitabari,Sherpur,Mymensingh
2100,Sherpur Shadar,Sherpur Shadar,Sherpur,Mymensingh
2130,Shribardi,Shribardi,Sherpur,Mymensingh
